[decompyle3] D:\sml8\companies\__pycache__\admin.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\coffee.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\colorful.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\default.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\dracula.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\emacs.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\friendly.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\friendly_grayscale.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\fruity.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\gh_dark.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\gruvbox.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\igor.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\inkpot.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\lightbulb.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\lilypond.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\lovelace.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\manni.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\material.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\monokai.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\murphy.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\native.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\nord.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\onedark.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\paraiso_dark.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\paraiso_light.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\pastie.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\perldoc.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\rainbow_dash.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\rrt.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\sas.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\solarized.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\staroffice.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\stata_dark.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\stata_light.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\tango.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\trac.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\vim.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\vs.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\xcode.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\zenburn.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\_mapping.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pygments\styles\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest\__pycache__\__main__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\asserts.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\django_compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\fixtures.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\lazy_django.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\live_server_helper.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\plugin.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\runner.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\_version.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\pytest_django\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\archive_util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\build_meta.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\depends.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\dep_util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\discovery.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\dist.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\errors.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\extension.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\glob.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\installer.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\launch.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\logging.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\monkey.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\msvc.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\namespaces.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\package_index.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\py34compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\sandbox.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\unicode_utils.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\version.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\wheel.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\windows_support.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\_deprecation_warning.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\_entry_points.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\_imp.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\_importlib.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\_itertools.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\_path.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\_reqs.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\alias.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\bdist_egg.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\bdist_rpm.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\build.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\build_clib.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\build_ext.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\build_py.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\develop.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\dist_info.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\easy_install.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\egg_info.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\install.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\install_egg_info.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\install_lib.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\install_scripts.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\py36compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\register.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\rotate.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\saveopts.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\sdist.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\setopt.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\test.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\upload.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\upload_docs.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\command\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\__pycache__\expand.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\__pycache__\pyprojecttoml.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\__pycache__\setupcfg.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\__pycache__\_apply_pyprojecttoml.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\error_reporting.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\extra_validations.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\fastjsonschema_exceptions.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\fastjsonschema_validations.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\formats.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\extern\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\archive_util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\bcppcompiler.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\ccompiler.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\cmd.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\config.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\core.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\cygwinccompiler.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\debug.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\dep_util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\dir_util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\dist.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\errors.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\extension.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\fancy_getopt.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\filelist.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\file_util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
